team_won,team_lost,stars_of_tournament,shape,event_name,score,time,team1,team2,target
CPH Wolves,TSM,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 23rd 2024,CPH Wolves,TSM,1
RED Canids,ODDIK,0,def,Circuito Estadual FERJEE 2024,0 - 1,Results for July 23rd 2024,ODDIK,RED Canids,0
Patins da Ferrari,paiN Academy,0,bo3,Circuito Estadual FERJEE 2024,2 - 0,Results for July 23rd 2024,Patins da Ferrari,paiN Academy,1
Hype,ODDIK,0,bo3,EPL World Series Americas Season 9,0 - 2,Results for July 22nd 2024,ODDIK,Hype,0
Case,Intense,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 22nd 2024,Case,Intense,1
BESTIA,Fluxo,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 22nd 2024,BESTIA,Fluxo,1
Permitta,Metizport,0,bo3,CCT Season 2 Europe Series 6,1 - 2,Results for July 22nd 2024,Metizport,Permitta,0
RED Canids,paiN Academy,0,bo3,Circuito Estadual FERJEE 2024,2 - 1,Results for July 22nd 2024,RED Canids,paiN Academy,1
fnatic,Passion UA,0,bo3,RES Regional Series 6 Europe,2 - 1,Results for July 22nd 2024,fnatic,Passion UA,1
Bounty Hunters,Vikings KR,0,bo3,CCT Season 2 South America Series 2,2 - 1,Results for July 22nd 2024,Bounty Hunters,Vikings KR,1
Astralis Talent,GenOne,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,0 - 2,Results for July 22nd 2024,GenOne,Astralis Talent,0
ODDIK,Patins da Ferrari,0,bo3,Circuito Estadual FERJEE 2024,2 - 0,Results for July 22nd 2024,ODDIK,Patins da Ferrari,1
SINNERS,CPH Wolves,0,bo3,CCT Season 2 Europe Series 6,2 - 1,Results for July 22nd 2024,SINNERS,CPH Wolves,1
Enterprise,DASH,0,bo3,Elisa Invitational Fall 2024 Contenders,2 - 1,Results for July 22nd 2024,Enterprise,DASH,1
Into the Breach,INFINITE,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 22nd 2024,Into the Breach,INFINITE,1
Passion UA,BC.Game,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 22nd 2024,Passion UA,BC.Game,1
Rebels,Insilio,0,bo3,European Pro League Season 17,2 - 0,Results for July 22nd 2024,Rebels,Insilio,1
9INE,FLuffy Gangsters,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 22nd 2024,9INE,FLuffy Gangsters,1
KZG,Arcade,0,anc,ESL Challenger League Season 48 Oceania,13 - 10,Results for July 22nd 2024,KZG,Arcade,1
Sampi,INFINITE,0,bo3,Elisa Invitational Fall 2024 Contenders,2 - 0,Results for July 22nd 2024,Sampi,INFINITE,1
Enterprise,Illuminar,0,bo3,European Pro League Season 17,0 - 2,Results for July 22nd 2024,Illuminar,Enterprise,0
Arcade,KZG,0,inf,ESL Challenger League Season 48 Oceania,13 - 5,Results for July 22nd 2024,Arcade,KZG,1
Wildcard,NRG,0,bo3,PrizePicks NA Revival Series 1,0 - 2,Results for July 22nd 2024,NRG,Wildcard,0
Wildcard,Elevate,0,bo3,PrizePicks NA Revival Series 1,1 - 2,Results for July 22nd 2024,Elevate,Wildcard,0
Galorys,Yawara,0,bo3,CCT Season 2 South America Series 2,2 - 1,Results for July 22nd 2024,Galorys,Yawara,1
Fluxo,paiN,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,0 - 2,Results for July 22nd 2024,paiN,Fluxo,0
NRG,Nouns,0,bo3,PrizePicks NA Revival Series 1,2 - 0,Results for July 22nd 2024,NRG,Nouns,1
Natus Vincere,G2,3,bo3,Esports World Cup 2024,1 - 2,Results for July 22nd 2024,G2,Natus Vincere,0
Hype,W7M,0,bo3,EPL World Series Americas Season 9,1 - 2,Results for July 21st 2024,W7M,Hype,0
Dusty Roots,9z Academy,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 21st 2024,Dusty Roots,9z Academy,1
BESTIA,RED Canids,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,0 - 2,Results for July 21st 2024,RED Canids,BESTIA,0
ALLINNERS,MYSKILL,0,bo3,META Cup Season 1,2 - 1,Results for July 21st 2024,ALLINNERS,MYSKILL,1
Sampi,WOPA,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 21st 2024,Sampi,WOPA,1
FLuffy Gangsters,Grannys Knockers,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,1 - 2,Results for July 21st 2024,Grannys Knockers,FLuffy Gangsters,0
paiN,Fluxo,0,bo3,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0 - 2,Results for July 21st 2024,Fluxo,paiN,0
Astralis Talent,K10,0,def,CCT Season 2 Europe Series 7 Closed Qualifier,1 - 0,Results for July 21st 2024,Astralis Talent,K10,1
Passion UA,Zero Tenacity,0,bo3,RES Regional Series 6 Europe,0 - 2,Results for July 21st 2024,Zero Tenacity,Passion UA,0
dream catchers fe,France fe,0,bo5,Tradeit League FE Masters Season 4,0 - 3,Results for July 21st 2024,France fe,dream catchers fe,0
Patins da Ferrari,FURIA Academy,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 21st 2024,Patins da Ferrari,FURIA Academy,1
GUN5,Endpoint,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 21st 2024,GUN5,Endpoint,1
INFINITE,Heimo,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,0 - 2,Results for July 21st 2024,Heimo,INFINITE,0
fnatic,MOUZ NXT,0,bo3,RES Regional Series 6 Europe,2 - 0,Results for July 21st 2024,fnatic,MOUZ NXT,1
Verdant,Invictum,0,bo3,Intel epic42,2 - 0,Results for July 21st 2024,Verdant,Invictum,1
dream catchers fe,Spirit fe,0,bo3,Tradeit League FE Masters Season 4,0 - 2,Results for July 21st 2024,Spirit fe,dream catchers fe,0
France fe,NIP Impact,0,bo3,Tradeit League FE Masters Season 4,2 - 0,Results for July 21st 2024,France fe,NIP Impact,1
9INE,Enterprise,0,bo3,European Pro League Season 17,2 - 0,Results for July 21st 2024,9INE,Enterprise,1
TSM,Preasy,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 21st 2024,TSM,Preasy,1
Invictum,GET BDOG'D,0,bo3,Intel epic42,2 - 0,Results for July 21st 2024,Invictum,GET BDOG'D,1
Gods Reign,Carnival,0,bo3,Dust2 India 1xBet Masters 12,2 - 0,Results for July 21st 2024,Gods Reign,Carnival,1
Wildcard,Party Astronauts,0,bo3,PrizePicks NA Revival Series 1,1 - 2,Results for July 21st 2024,Party Astronauts,Wildcard,0
Nouns,LAG,0,bo3,PrizePicks NA Revival Series 1,2 - 0,Results for July 21st 2024,Nouns,LAG,1
Solid,Hype,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 21st 2024,Solid,Hype,1
Elevate,Perseverance,0,bo3,PrizePicks NA Revival Series 1,2 - 0,Results for July 21st 2024,Elevate,Perseverance,1
NRG,BOSS,0,bo3,PrizePicks NA Revival Series 1,0 - 2,Results for July 21st 2024,BOSS,NRG,0
Fluxo,Sharks,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 21st 2024,Fluxo,Sharks,1
inSanitY,Intense,0,bo3,CCT Season 2 South America Series 2,2 - 1,Results for July 21st 2024,inSanitY,Intense,1
ODDIK,Hype,0,bo3,EPL World Series Americas Season 9,2 - 1,Results for July 21st 2024,ODDIK,Hype,1
GET BDOG'D,The Last Resort,0,bo3,Intel epic42,1 - 2,Results for July 21st 2024,The Last Resort,GET BDOG'D,0
CPH Wolves,INFINITE,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 21st 2024,CPH Wolves,INFINITE,1
paiN,Imperial,1,bo3,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0 - 2,Results for July 21st 2024,Imperial,paiN,0
RUBY,DMS,0,def,CCT Season 2 Europe Series 6,0 - 1,Results for July 21st 2024,DMS,RUBY,0
Natus Vincere,MOUZ,4,bo3,Esports World Cup 2024,1 - 2,Results for July 20th 2024,MOUZ,Natus Vincere,0
Aurora Young Blud,BC.Game,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 20th 2024,Aurora Young Blud,BC.Game,1
RED Canids,Case,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 20th 2024,RED Canids,Case,1
Zero Tenacity,B8,0,bo3,RES Regional Series 6 Europe,2 - 0,Results for July 20th 2024,Zero Tenacity,B8,1
W7M,KRÜ,0,bo3,EPL World Series Americas Season 9,2 - 0,Results for July 20th 2024,W7M,KRÜ,1
Vikings KR,Galorys,0,bo3,CCT Season 2 South America Series 2,0 - 2,Results for July 20th 2024,Galorys,Vikings KR,0
Johnny Speeds,Nexus,0,bo3,Shuffle Masters Season 1,0 - 2,Results for July 20th 2024,Nexus,Johnny Speeds,0
Space,CPH Wolves,0,bo3,CCT Season 2 Europe Series 6,2 - 1,Results for July 20th 2024,Space,CPH Wolves,1
Fluxo,ODDIK,0,bo3,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,0 - 2,Results for July 20th 2024,ODDIK,Fluxo,0
GenOne,FLuffy Gangsters,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 20th 2024,GenOne,FLuffy Gangsters,1
Verdant,Invictum,0,bo3,Intel epic42,0 - 2,Results for July 20th 2024,Invictum,Verdant,0
KRÜ,Patins da Ferrari,0,bo3,CCT Season 2 South America Series 2,2 - 1,Results for July 20th 2024,KRÜ,Patins da Ferrari,1
Passion UA,Ninjas in Pyjamas,1,bo3,RES Regional Series 6 Europe,0 - 2,Results for July 20th 2024,Ninjas in Pyjamas,Passion UA,0
G2,Virtus.pro,3,bo3,Esports World Cup 2024,2 - 0,Results for July 20th 2024,G2,Virtus.pro,1
paiN,Bounty Hunters,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 20th 2024,paiN,Bounty Hunters,1
dream catchers fe,BIG EQUIPA,0,bo3,Tradeit League FE Masters Season 4,1 - 2,Results for July 20th 2024,BIG EQUIPA,dream catchers fe,0
Spirit fe,OneDay fe,0,bo3,Tradeit League FE Masters Season 4,2 - 0,Results for July 20th 2024,Spirit fe,OneDay fe,1
NIP Impact,YeYO,0,bo3,Tradeit League FE Masters Season 4,2 - 0,Results for July 20th 2024,NIP Impact,YeYO,1
France fe,EK Violet,0,bo3,Tradeit League FE Masters Season 4,2 - 0,Results for July 20th 2024,France fe,EK Violet,1
Heimo,777,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 20th 2024,Heimo,777,1
Permitta,GUN5,0,bo3,CCT Season 2 Europe Series 6,1 - 2,Results for July 20th 2024,GUN5,Permitta,0
MOUZ NXT,BLEED,0,bo3,RES Regional Series 6 Europe,1 - 2,Results for July 20th 2024,BLEED,MOUZ NXT,0
Insilio,UNiTY,0,bo3,European Pro League Season 17,2 - 0,Results for July 20th 2024,Insilio,UNiTY,1
Passion UA,RUBY,0,bo3,CCT Season 2 Europe Series 6,2 - 1,Results for July 20th 2024,Passion UA,RUBY,1
Grannys Knockers,ADEPTS,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 20th 2024,Grannys Knockers,ADEPTS,1
Illuminar,Johnny Speeds,0,bo3,European Pro League Season 17,2 - 1,Results for July 20th 2024,Illuminar,Johnny Speeds,1
fnatic,Sangal,0,bo3,RES Regional Series 6 Europe,0 - 2,Results for July 20th 2024,Sangal,fnatic,0
Bounty Hunters,9z Academy,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 20th 2024,Bounty Hunters,9z Academy,1
BESTIA,KRÜ,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 20th 2024,BESTIA,KRÜ,1
Case,Dusty Roots,0,bo3,CCT Season 2 South America Series 2,2 - 1,Results for July 20th 2024,Case,Dusty Roots,1
Natus Vincere,FaZe,4,bo3,Esports World Cup 2024,2 - 0,Results for July 20th 2024,Natus Vincere,FaZe,1
Fluxo,Vikings KR,0,anc,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,14 - 16,Results for July 20th 2024,Vikings KR,Fluxo,0
INFINITE,777,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,1 - 2,Results for July 20th 2024,777,INFINITE,0
MOUZ NXT,Rhyno,0,bo3,RES Regional Series 6 Europe,2 - 1,Results for July 19th 2024,MOUZ NXT,Rhyno,1
KRÜ,Vikings KR,0,def,EPL World Series Americas Season 9,0 - 1,Results for July 19th 2024,Vikings KR,KRÜ,0
SINNERS,DMS,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 19th 2024,SINNERS,DMS,1
paiN,Fluxo,0,mrg,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,13 - 9,Results for July 19th 2024,paiN,Fluxo,1
W7M,BESTIA,0,bo3,EPL World Series Americas Season 9,1 - 2,Results for July 19th 2024,BESTIA,W7M,0
FURIA Academy,Hawks,0,bo3,CCT Season 2 South America Series 2,1 - 2,Results for July 19th 2024,Hawks,FURIA Academy,0
RED Canids,Intense,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 19th 2024,RED Canids,Intense,1
Johnny Speeds,Preasy,0,bo3,Shuffle Masters Season 1,2 - 1,Results for July 19th 2024,Johnny Speeds,Preasy,1
MOUZ,FURIA,2,bo3,Esports World Cup 2024,2 - 1,Results for July 19th 2024,MOUZ,FURIA,1
Vikings KR,Case,0,mrg,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,13 - 3,Results for July 19th 2024,Vikings KR,Case,1
CPH Wolves,Heimo,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 19th 2024,CPH Wolves,Heimo,1
Fluxo,Case,0,nuke,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,13 - 5,Results for July 19th 2024,Fluxo,Case,1
fnatic,CYBERSHOKE,0,bo3,RES Regional Series 6 Europe,1 - 2,Results for July 19th 2024,CYBERSHOKE,fnatic,0
SAW,RUSH B,0,bo3,ESL Challenger League Season 48 Europe,2 - 0,Results for July 19th 2024,SAW,RUSH B,1
Sharks,Hype,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 0,Results for July 19th 2024,Sharks,Hype,1
paiN,Vikings KR,0,d2,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,16 - 13,Results for July 19th 2024,paiN,Vikings KR,1
Metizport,Sampi,0,bo3,CCT Season 2 Europe Series 6,2 - 0,Results for July 19th 2024,Metizport,Sampi,1
Nexus,PERA,0,bo3,Shuffle Masters Season 1,1 - 2,Results for July 19th 2024,PERA,Nexus,0
Yawara,SPORT,0,bo3,CCT Season 2 South America Series 2,0 - 2,Results for July 19th 2024,SPORT,Yawara,0
Passion UA,Rebels,0,def,European Pro League Season 17,0 - 1,Results for July 19th 2024,Rebels,Passion UA,0
Enterprise,UNiTY,0,bo3,European Pro League Season 17,1 - 2,Results for July 19th 2024,UNiTY,Enterprise,0
FLuffy Gangsters,ADEPTS,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 1,Results for July 19th 2024,FLuffy Gangsters,ADEPTS,1
Virtus.pro,Vitality,3,bo3,Esports World Cup 2024,1 - 2,Results for July 19th 2024,Vitality,Virtus.pro,0
Endpoint,ALTERNATE aTTaX,0,bo3,CCT Season 2 Europe Series 6,0 - 2,Results for July 19th 2024,ALTERNATE aTTaX,Endpoint,0
Preasy,FORZE Reload,0,bo3,Shuffle Masters Season 1,1 - 2,Results for July 19th 2024,FORZE Reload,Preasy,0
Passion UA,Nemiga,0,bo3,RES Regional Series 6 Europe,2 - 0,Results for July 19th 2024,Passion UA,Nemiga,1
GenOne,Grannys Knockers,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,1 - 2,Results for July 19th 2024,Grannys Knockers,GenOne,0
B8,Rebels,0,bo3,RES Regional Series 6 Europe,1 - 2,Results for July 19th 2024,Rebels,B8,0
WOPA,VP.Prodigy,0,bo3,CCT Season 2 Europe Series 6,1 - 2,Results for July 19th 2024,VP.Prodigy,WOPA,0
9INE,Insilio,0,bo3,European Pro League Season 17,1 - 2,Results for July 19th 2024,Insilio,9INE,0
NRG,E-Xolos LAZER,0,inf,ESL Challenger League Season 48 North America,10 - 13,Results for July 19th 2024,E-Xolos LAZER,NRG,0
BOSS,Elevate,0,d2,ESL Challenger League Season 48 North America,8 - 13,Results for July 19th 2024,Elevate,BOSS,0
Wildcard,Take Flyte,0,anc,ESL Challenger League Season 48 North America,10 - 13,Results for July 19th 2024,Take Flyte,Wildcard,0
Nouns,FLUFFY AIMERS,0,def,ESL Challenger League Season 48 North America,0 - 1,Results for July 19th 2024,FLUFFY AIMERS,Nouns,0
Elevate,BOSS,0,vtg,ESL Challenger League Season 48 North America,8 - 13,Results for July 19th 2024,BOSS,Elevate,0
NRG,E-Xolos LAZER,0,mrg,ESL Challenger League Season 48 North America,13 - 5,Results for July 19th 2024,NRG,E-Xolos LAZER,1
Solid,KRÜ,0,anb,ESL Challenger League Season 48 South America,13 - 4,Results for July 19th 2024,Solid,KRÜ,1
Case,Smoke,0,inf,ESL Challenger League Season 48 South America,13 - 2,Results for July 19th 2024,Case,Smoke,1
Wildcard,Take Flyte,0,anb,ESL Challenger League Season 48 North America,13 - 2,Results for July 19th 2024,Wildcard,Take Flyte,1
Intense,Bounty Hunters,0,bo3,CCT Season 2 South America Series 2,0 - 2,Results for July 19th 2024,Bounty Hunters,Intense,0
Nouns,FLUFFY AIMERS,0,def,ESL Challenger League Season 48 North America,1 - 0,Results for July 19th 2024,Nouns,FLUFFY AIMERS,1
Solid,KRÜ,0,anc,ESL Challenger League Season 48 South America,10 - 13,Results for July 19th 2024,KRÜ,Solid,0
Case,Smoke,0,nuke,ESL Challenger League Season 48 South America,6 - 13,Results for July 19th 2024,Smoke,Case,0
Hype,KRÜ,0,bo3,EPL World Series Americas Season 9,2 - 1,Results for July 19th 2024,Hype,KRÜ,1
Fluxo,Sharks,0,mrg,ESL Challenger League Season 48 South America,13 - 3,Results for July 19th 2024,Fluxo,Sharks,1
paiN,Dusty Roots,0,d2,ESL Challenger League Season 48 South America,13 - 7,Results for July 19th 2024,paiN,Dusty Roots,1
9z Academy,SPORT,0,bo3,CCT Season 2 South America Series 2,0 - 2,Results for July 19th 2024,SPORT,9z Academy,0
Case,ODDIK,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,0 - 2,Results for July 19th 2024,ODDIK,Case,0
Fluxo,Sharks,0,nuke,ESL Challenger League Season 48 South America,8 - 13,Results for July 19th 2024,Sharks,Fluxo,0
G2,Spirit,3,bo3,Esports World Cup 2024,1 - 2,Results for July 19th 2024,Spirit,G2,0
paiN,Dusty Roots,0,nuke,ESL Challenger League Season 48 South America,1 - 13,Results for July 19th 2024,Dusty Roots,paiN,0
RED Canids,Imperial,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for July 19th 2024,Imperial,RED Canids,0
RED Canids,Imperial,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for July 19th 2024,RED Canids,Imperial,1
Monte,KOI,0,bo3,ESL Challenger League Season 48 Europe,2 - 1,Results for July 19th 2024,Monte,KOI,1
Hype,Case,0,bo3,CCT Season 2 South America Series 2,1 - 2,Results for July 18th 2024,Case,Hype,0
Nemiga,PERA,0,bo3,ESL Challenger League Season 48 Europe,2 - 1,Results for July 18th 2024,Nemiga,PERA,1
Space,DMS,0,bo3,CCT Season 2 Europe Series 6,0 - 2,Results for July 18th 2024,DMS,Space,0
9INE,K10,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,0 - 2,Results for July 18th 2024,K10,9INE,0
Fluxo,Galorys,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,2 - 1,Results for July 18th 2024,Fluxo,Galorys,1
Ninjas in Pyjamas,MOUZ NXT,1,bo3,RES Regional Series 6 Europe,0 - 2,Results for July 18th 2024,MOUZ NXT,Ninjas in Pyjamas,0
Imperial,BESTIA,0,d2,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,13 - 3,Results for July 18th 2024,Imperial,BESTIA,1
Aurora,B8,0,bo3,ESL Challenger League Season 48 Europe,2 - 0,Results for July 18th 2024,Aurora,B8,1
BESTIA,Amigos de T2M4SS,0,anb,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,1 - 13,Results for July 18th 2024,Amigos de T2M4SS,BESTIA,0
Nexus,TSM,0,bo3,Shuffle Masters Season 1,2 - 0,Results for July 18th 2024,Nexus,TSM,1
FURIA,The MongolZ,2,nuke,Esports World Cup 2024,13 - 9,Results for July 18th 2024,FURIA,The MongolZ,1
ODDIK,Imperial,0,anb,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,5 - 13,Results for July 18th 2024,Imperial,ODDIK,0
ODDIK,BESTIA,0,anc,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,9 - 13,Results for July 18th 2024,BESTIA,ODDIK,0
Aurora Young Blud,Sampi,0,bo3,CCT Season 2 Europe Series 6,0 - 2,Results for July 18th 2024,Sampi,Aurora Young Blud,0
Into the Breach,Preasy,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 18th 2024,Into the Breach,Preasy,1
The MongolZ,M80,1,anc,Esports World Cup 2024,13 - 8,Results for July 18th 2024,The MongolZ,M80,1
Insilio,EYEBALLERS,0,bo3,ESL Challenger League Season 48 Europe,2 - 0,Results for July 18th 2024,Insilio,EYEBALLERS,1
Zero Tenacity,fnatic,0,bo3,RES Regional Series 6 Europe,2 - 0,Results for July 18th 2024,Zero Tenacity,fnatic,1
KRÜ,inSanitY,0,bo3,Thunderpick World Championship 2024 SA Closed Qualifier 2,0 - 2,Results for July 18th 2024,inSanitY,KRÜ,0
Imperial,Amigos de T2M4SS,0,anb,Ace South American Masters Fall 2024 - BLAST Premier Qualifier,13 - 3,Results for July 18th 2024,Imperial,Amigos de T2M4SS,1
Johnny Speeds,9INE,0,bo3,Shuffle Masters Season 1,2 - 0,Results for July 18th 2024,Johnny Speeds,9INE,1
Solid,Vikings KR,0,bo3,CCT Season 2 South America Series 2,2 - 0,Results for July 18th 2024,Solid,Vikings KR,1
FURIA,Sashi,1,nuke,Esports World Cup 2024,15 - 19,Results for July 18th 2024,Sashi,FURIA,0
BC.Game,Metizport,0,bo3,CCT Season 2 Europe Series 6,1 - 2,Results for July 18th 2024,Metizport,BC.Game,0
Astralis Talent,GL Academy,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,0 - 2,Results for July 18th 2024,GL Academy,Astralis Talent,0
Rhyno,Nexus,0,bo3,RES Regional Series 6 Europe,2 - 0,Results for July 18th 2024,Rhyno,Nexus,1
INFINITE,Permitta,0,bo3,Elisa Invitational Fall 2024 Contenders,0 - 2,Results for July 18th 2024,Permitta,INFINITE,0
Passion UA,Johnny Speeds,0,bo3,European Pro League Season 17,1 - 2,Results for July 18th 2024,Johnny Speeds,Passion UA,0
M80,Complexity,1,anb,Esports World Cup 2024,16 - 14,Results for July 18th 2024,M80,Complexity,1
The MongolZ,MIBR,1,inf,Esports World Cup 2024,13 - 2,Results for July 18th 2024,The MongolZ,MIBR,1
FURIA,FlyQuest,2,nuke,Esports World Cup 2024,5 - 13,Results for July 18th 2024,FlyQuest,FURIA,0
Sashi,JiJieHao,0,anc,Esports World Cup 2024,8 - 13,Results for July 18th 2024,JiJieHao,Sashi,0
Bad News Kangaroos,Arcade,0,anb,ESL Challenger League Season 48 Oceania,10 - 13,Results for July 18th 2024,Arcade,Bad News Kangaroos,0
TSM,LEON,0,bo3,CCT Season 2 Europe Series 7 Closed Qualifier,2 - 0,Results for July 18th 2024,TSM,LEON,1
Lilmix,kONO,0,bo3,Elisa Invitational Fall 2024 Contenders,0 - 2,Results for July 18th 2024,kONO,Lilmix,0
CYBERSHOKE,EYEBALLERS,0,bo3,RES Regional Series 6 Europe,0 - 2,Results for July 18th 2024,EYEBALLERS,CYBERSHOKE,0
Rooster,DXA,0,mrg,ESL Challenger League Season 48 Oceania,10 - 13,Results for July 18th 2024,DXA,Rooster,0
CPH Wolves,Passion UA,0,bo3,CCT Season 2 Europe Series 6,1 - 2,Results for July 18th 2024,Passion UA,CPH Wolves,0
Mindfreak,MANTRA,0,anc,ESL Challenger League Season 48 Oceania,3 - 13,Results for July 18th 2024,MANTRA,Mindfreak,0
Arcade,Bad News Kangaroos,0,inf,ESL Challenger League Season 48 Oceania,10 - 13,Results for July 18th 2024,Bad News Kangaroos,Arcade,0
Mindfreak,MANTRA,0,nuke,ESL Challenger League Season 48 Oceania,13 - 10,Results for July 18th 2024,Mindfreak,MANTRA,1
DXA,Rooster,0,anb,ESL Challenger League Season 48 Oceania,8 - 13,Results for July 18th 2024,Rooster,DXA,0
Rebels,Illuminar,0,bo3,European Pro League Season 17,2 - 0,Results for July 18th 2024,Rebels,Illuminar,1
